1593079, 1597183, 1736739457557.022000
1597183, 1599919, 1736739457557.041000
1599919, 1600983, 1736739457557.126000
1600983, 1600991, 1736739457569.461000
1600991, 1603727, 1736739457569.49000
1603727, 1607831, 1736739457569.523000
1607831, 1611935, 1736739457569.543000
1611935, 1616039, 1736739457569.563000
1616039, 1620143, 1736739457569.582000
1620143, 1624247, 1736739457569.601000
1624247, 1628351, 1736739457569.62000
1628351, 1632455, 1736739457569.645000
1632455, 1636559, 1736739457569.664000
1636559, 1640663, 1736739457569.683000
1640663, 1644767, 1736739457569.703000
1644767, 1648871, 1736739457569.723000
1648871, 1652975, 1736739457569.742000
1652975, 1657079, 1736739457569.76000
1657079, 1661183, 1736739457569.778000
1661183, 1665287, 1736739457569.8000
1665287, 1669391, 1736739457569.82000
1669391, 1673495, 1736739457569.839000
1673495, 1674863, 1736739457569.858000
1674863, 1676111, 1736739457569.984000
1676111, 1676119, 1736739457592.431000
1676119, 1678855, 1736739457592.46000
1678855, 1682959, 1736739457592.478000
1682959, 1687063, 1736739457592.498000
1687063, 1691167, 1736739457592.517000
1691167, 1695271, 1736739457592.536000
1695271, 1699375, 1736739457592.555000
1699375, 1703479, 1736739457592.574000
1703479, 1707583, 1736739457592.6000
1707583, 1711687, 1736739457592.619000
1711687, 1715791, 1736739457592.639000
1715791, 1719895, 1736739457592.657000
1719895, 1723999, 1736739457592.676000
1723999, 1728103, 1736739457592.695000
1728103, 1732207, 1736739457592.714000
1732207, 1736311, 1736739457592.732000
1736311, 1740415, 1736739457592.754000
1740415, 1744519, 1736739457592.773000
1744519, 1747255, 1736739457592.792000
1747255, 1748608, 1736739457592.884000
1748608, 1748616, 1736739457605.213000
1748616, 1751352, 1736739457605.237000
1751352, 1755456, 1736739457605.256000
1755456, 1759560, 1736739457605.277000
1759560, 1763664, 1736739457605.297000
1763664, 1767768, 1736739457605.316000
1767768, 1771872, 1736739457605.335000
1771872, 1775976, 1736739457605.354000
1775976, 1780080, 1736739457605.38000
1780080, 1784184, 1736739457605.4000
1784184, 1788288, 1736739457605.42000
1788288, 1792392, 1736739457605.439000
1792392, 1796496, 1736739457605.458000
1796496, 1800600, 1736739457605.476000
1800600, 1804704, 1736739457605.495000
1804704, 1808808, 1736739457605.528000
1808808, 1812912, 1736739457605.55000
1812912, 1814280, 1736739457605.568000
1814280, 1814285, 1736739457605.626000
1814285, 1814293, 1736739457618.041000
1814293, 1817029, 1736739457618.063000
1817029, 1821133, 1736739457618.083000
1821133, 1825237, 1736739457618.104000
1825237, 1829341, 1736739457618.123000
1829341, 1833445, 1736739457618.143000
1833445, 1837549, 1736739457618.164000
