0, 1537, 1, 0.77001953125
1537, 3073, 1, 0.751953125
3073, 3229, 1, 0.830810546875
3229, 3241, 1, 0.7490234375
3241, 3341, 1, 0.81884765625
3341, 3353, 1, 0.802978515625
3353, 3383, 1, 0.796875
3383, 3395, 1, 0.764892578125
3395, 3730, 1, 0.794921875
3730, 3742, 1, 0.883056640625
3742, 6478, 1, 0.873046875
6478, 10582, 1, 0.86181640625
10582, 14686, 1, 0.833984375
14686, 16054, 1, 0.81201171875
16054, 18790, 1, 0.842041015625
18790, 24262, 0, 5000.0
24262, 32420, 0, 5000.0
32420, 35156, 1, 0.875
35156, 39260, 0, 5000.0
39260, 43364, 1, 0.90185546875
43364, 47468, 1, 0.779052734375
47468, 51572, 0, 5000.0
51572, 55676, 1, 0.803955078125
55676, 59780, 0, 5000.0
59780, 61099, 1, 0.8310546875
61099, 63835, 1, 0.81298828125
63835, 67939, 1, 0.8330078125
67939, 72043, 0, 5000.0
72043, 76147, 1, 0.85693359375
76147, 80251, 0, 5000.0
80251, 84355, 1, 0.879150390625
84355, 88459, 1, 0.916015625
88459, 92563, 0, 5000.0
92563, 96667, 1, 0.947021484375
96667, 100771, 0, 5000.0
100771, 104875, 1, 0.81201171875
104875, 108979, 1, 0.84716796875
108979, 113083, 0, 5000.0
113083, 114361, 1, 0.870849609375
114361, 117097, 1, 0.857177734375
117097, 121201, 0, 5000.0
121201, 125305, 1, 0.8759765625
125305, 129409, 1, 0.9150390625
129409, 133513, 0, 5000.0
133513, 136249, 1, 0.93994140625
136249, 143089, 0, 5000.0
143089, 144457, 0, 5000.0
144457, 156769, 0, 5000.0
156769, 169213, 0, 5000.0
169213, 169221, 1, 0.816162109375
169221, 171957, 1, 0.794921875
171957, 176061, 0, 5000.0
176061, 180165, 1, 0.81201171875
180165, 184269, 0, 5000.0
184269, 188373, 1, 0.8349609375
188373, 192477, 1, 0.868896484375
192477, 196581, 0, 5000.0
196581, 200685, 1, 0.89013671875
200685, 204789, 0, 5000.0
204789, 208893, 1, 0.912841796875
208893, 212997, 1, 0.947021484375
212997, 217101, 0, 5000.0
217101, 221205, 1, 0.968017578125
221205, 221362, 1, 0.80712890625
221362, 221370, 1, 0.803955078125
221370, 224106, 1, 0.787841796875
224106, 228210, 0, 5000.0
