0, 1537, 1736739455734.458000
1537, 3073, 1736739455735.268000
3073, 3229, 1736739455735.66000
3229, 3241, 1736739455778.768000
3241, 3341, 1736739455819.661000
3341, 3353, 1736739455820.108000
3353, 3383, 1736739455863.629000
3383, 3395, 1736739456157.972000
3395, 3730, 1736739456199.708000
3730, 3742, 1736739457262.309000
3742, 6478, 1736739457262.34000
6478, 10582, 1736739457262.347000
10582, 14686, 1736739457262.352000
14686, 16054, 1736739457262.356000
16054, 18790, 1736739457262.81000
18790, 22894, 1736739457262.819000
22894, 24262, 1736739457262.868000
24262, 29734, 1736739457262.874000
29734, 32420, 1736739457262.926000
32420, 35156, 1736739457262.931000
35156, 36524, 1736739457262.935000
36524, 39260, 1736739457262.985000
39260, 43364, 1736739457262.991000
43364, 47468, 1736739457263.211000
47468, 50204, 1736739457263.217000
50204, 51572, 1736739457263.268000
51572, 55676, 1736739457263.273000
55676, 57044, 1736739457263.277000
57044, 59780, 1736739457263.327000
59780, 61099, 1736739457263.332000
61099, 63835, 1736739457263.334000
63835, 67939, 1736739457263.385000
67939, 70675, 1736739457263.39000
70675, 72043, 1736739457263.442000
72043, 76147, 1736739457263.446000
76147, 77515, 1736739457263.451000
77515, 80251, 1736739457263.501000
80251, 84355, 1736739457263.506000
84355, 88459, 1736739457263.56000
88459, 91195, 1736739457263.566000
91195, 92563, 1736739457263.617000
92563, 96667, 1736739457263.621000
96667, 98035, 1736739457263.626000
98035, 100771, 1736739457263.676000
100771, 104875, 1736739457263.68000
104875, 108979, 1736739457263.735000
108979, 111715, 1736739457263.74000
111715, 113083, 1736739457263.791000
113083, 114361, 1736739457263.794000
114361, 117097, 1736739457263.798000
117097, 118465, 1736739457263.8000
118465, 121201, 1736739457263.85000
121201, 125305, 1736739457263.855000
125305, 129409, 1736739457263.909000
129409, 132145, 1736739457263.914000
132145, 133513, 1736739457263.966000
133513, 136249, 1736739457263.971000
136249, 138985, 1736739457263.975000
138985, 143089, 1736739457264.026000
143089, 145825, 1736739457264.032000
145825, 152665, 1736739457264.085000
152665, 156769, 1736739457264.139000
156769, 163609, 1736739457264.186000
163609, 169213, 1736739457264.235000
169213, 169221, 1736739457276.632000
169221, 171957, 1736739457276.638000
171957, 174693, 1736739457276.643000
174693, 176061, 1736739457276.69000
176061, 180165, 1736739457276.694000
180165, 181533, 1736739457276.699000
181533, 184269, 1736739457276.749000
184269, 188373, 1736739457276.754000
188373, 192477, 1736739457276.807000
192477, 195213, 1736739457276.812000
195213, 196581, 1736739457276.865000
196581, 200685, 1736739457276.87000
200685, 202053, 1736739457276.875000
202053, 204789, 1736739457276.924000
204789, 208893, 1736739457276.929000
208893, 212997, 1736739457276.982000
212997, 215733, 1736739457276.987000
215733, 217101, 1736739457277.029000
217101, 221205, 1736739457277.034000
221205, 221362, 1736739457277.039000
221362, 221370, 1736739457289.153000
221370, 224106, 1736739457289.158000
224106, 226842, 1736739457289.161000
226842, 228210, 1736739457289.211000
228210, 232314, 1736739457289.216000
232314, 233682, 1736739457289.22000
233682, 236418, 1736739457289.27000
236418, 240522, 1736739457289.274000
240522, 244626, 1736739457289.328000
